,idx,addr1,addr2,type,name,biz_name,status,rate,rate_date,floor,area1,area2,rooms,address,amenities,doro,gibun,latitude,longitude,sido,sigungu,bjdong,beonji,beon,ji,bjdong_code,PNU,hotel_en_nm,room_nm,room_price,room_area,standard_date
646,647,부산광역시,해운대구,관광호텔,제이비디자인호텔,"정지인,전병린",영업중,2성,2020-10-22 0:00,지하1층~지상12층,1062.7,5140.06,80,부산광역시 해운대구 구남로12번길 31,일반음식점,부산광역시 해운대구 구남로12번길 31,부산광역시 해운대구 우동 637-1,35.1617196,129.158064,부산광역시,해운대구,우동,637-1,637,1,2635010500,2635010500-0-06370001,,,,,
647,648,부산광역시,해운대구,관광호텔,㈜신세계조선호텔부산,한채양,영업중,5성,2019-10-08 0:00,지하2층~지상9층,9866.9,29891.53,290,부산광역시 해운대구 동백로 67,"일반음식점, 사우나, 수영장, 연회장 등",부산광역시 해운대구 동백로 67,부산광역시 해운대구 우동 737 (주)조선호텔앤리조트 부산,35.1558165,129.1540569,부산광역시,해운대구,우동,737,737,0,2635010500,2635010500-0-07370000,,,,,
648,649,부산광역시,해운대구,관광호텔,올라호텔,"김승애,장현희",영업중,2성,2018-12-27 0:00,지하1층~지상10층,595.6,2998.54,42,부산광역시 해운대구 송정광어골로 49,휴게음식점,부산광역시 해운대구 송정광어골로 49,부산광역시 해운대구 송정동 437-9,35.1768792,129.1967971,부산광역시,해운대구,송정동,437-9,437,9,2635010800,2635010800-0-04370009,,,,,
649,650,부산광역시,해운대구,관광호텔,파라다이스호텔부산,최종환,영업중,5성,2019-12-29 0:00,지하6층~지상17층,5880,53707.89,528,부산광역시 해운대구 해운대해변로 296,"일반음식점, 헬스장 등",부산광역시 해운대구 해운대해변로 296,부산광역시 해운대구 중동 1411-1 파라다이스호텔부산,35.1599249,129.1641055,부산광역시,해운대구,중동,1411-1,1411,1,2635010600,2635010600-0-14110001,Paradise Hotel Busan,아넥스 디럭스 시티뷰 트윈룸,"225,756",35m²,2021-12-13
650,651,부산광역시,해운대구,관광호텔,파크하얏트부산,권순호,영업중,5성,2019-07-05 0:00,지하6층~지상34층,4300,49378.79,269,부산광역시 해운대구 마린시티1로 51,,부산광역시 해운대구 마린시티1로 51,부산광역시 해운대구 우동 1409-3 파크하얏트부산호텔,35.1565346,129.1417006,부산광역시,해운대구,우동,1409-3,1409,3,2635010500,2635010500-0-14090003,Park Hyatt Busan,디럭스,"293,500",49m²,2021-12-13
651,652,부산광역시,해운대구,관광호텔,호텔포레,신재원,영업중,3성,,지하1층~지상9층,789.51,3082.77,65,부산광역시 해운대구 해운대해변로265번길 13-20,일반음식점,부산광역시 해운대구 해운대해변로265번길 13-20,부산광역시 해운대구 우동 1367 호텔포레 해운대점,35.1606968,129.1602263,부산광역시,해운대구,우동,1367,1367,0,2635010500,2635010500-0-13670000,,,,,
652,653,부산광역시,해운대구,관광호텔,베니키아호텔해운대,이성영,영업중,3성,2019-08-02 0:00,지하2층~지상20층,718,9038.58,156,부산광역시 해운대구 해운대해변로 317,"일반음식점, 휴게음식점, 사우나 등",부산광역시 해운대구 해운대해변로 317,부산광역시 해운대구 중동 1398-23 베니키아 해운대 호텔,35.162273,129.1648384,부산광역시,해운대구,중동,1398-23,1398,23,2635010600,2635010600-0-13980023,,,,,
653,654,부산광역시,해운대구,관광호텔,토요코인부산해운대2,홍지명,영업중,2성,2019-10-14 0:00,지하3층~지상23층,1188.3,14519.39,510,부산광역시 해운대구 해운대해변로237번길 5,일반음식점,부산광역시 해운대구 해운대해변로237번길 5,부산광역시 해운대구 우동 648-2 토요코인부산해운대2호점,35.1595069,129.1573545,부산광역시,해운대구,우동,648-2,648,2,2635010500,2635010500-0-06480002,,,,,
654,655,부산광역시,해운대구,관광호텔,이비스앰배서더부산해운대,박규태,영업중,등급신청완료,-,지하3층~지상20층,955.8,11862.04,237,부산광역시 해운대구 해운대해변로237번길 12,"일반음식점, 일반음식점 등",부산광역시 해운대구 해운대해변로237번길 12,부산광역시 해운대구 우동 629-3 이비스 앰배서더 부산 해운대,35.1598358,129.1579542,부산광역시,해운대구,우동,629-3,629,3,2635010500,2635010500-0-06290003,Ibis Ambassador Busan Haeundae,스탠다드룸,"48,000",21m²,2021-12-13
655,656,부산광역시,해운대구,관광호텔,신라스테이해운대,박상오,영업중,4성,2018-02-14 0:00,지하4층~지상16층,2776,29620.58,407,부산광역시 해운대구 해운대로570번길 46,"일반음식점, 휴게음식점, 연회장, 사우나 등",부산광역시 해운대구 해운대로570번길 46,부산광역시 해운대구 우동 629-6,35.159806,129.1587258,부산광역시,해운대구,우동,629-6,629,6,2635010500,2635010500-0-06290006,Shilla Stay Haeundae,스탠다드 트윈 시티뷰,"122,200",29m²,2021-12-13
656,657,부산광역시,해운대구,관광호텔,호텔라온(부산해운대),김원주,영업중,2성,2018-07-10 0:00,지하`층~지상12층,998.6,4277.15,67,부산광역시 해운대구 송정광어골로 39,"일반음식점, 휴게음식점 등",부산광역시 해운대구 송정광어골로 39,부산광역시 해운대구 송정동 436-1,35.1776556,129.197353,부산광역시,해운대구,송정동,436-1,436,1,2635010800,2635010800-0-04360001,Hotel Laon,Standard Double Room,"95,455",32m²,2021-12-13
657,658,부산광역시,해운대구,관광호텔,선트리호텔,김종태,영업중,2성,2018-09-21 0:00,지하4층~지상6층,548.8,2700.74,32,부산광역시 해운대구 달맞이길 209,"연화장, 수영장, 카페 등",부산광역시 해운대구 달맞이길 209,부산광역시 해운대구 중동 1488-7,35.1595075,129.1832201,부산광역시,해운대구,중동,1488-7,1488,7,2635010600,2635010600-0-14880007,,,,,
658,659,부산광역시,해운대구,관광호텔,브라운도트호텔(송정점),"이준원,김영조",영업중,2성,2018-12-27 0:00,지하1층~지상9층,640.9,1964.46,38,부산광역시 해운대구 송정광어골로 30,일반음식점,부산광역시 해운대구 송정광어골로 30,부산광역시 해운대구 송정동 422-13,35.1787584,129.1973114,부산광역시,해운대구,송정동,422-13,422,13,2635010800,2635010800-0-04220013,Brown Dot Hotel Songjeong,디럭스 더블 ),"45,455",,2021-12-13
659,660,부산광역시,해운대구,관광호텔,페어필드 바이 메리어트 부산,신채영,영업중,3성,2019-05-08 0:00,지하2층~지상19층,761,8546.81,225,부산광역시 해운대구 해운대해변로 314,일반음식점,부산광역시 해운대구 해운대해변로 314,부산광역시 해운대구 중동 1400-60 페어필드 바이 메리어트,35.1616303,129.1648474,부산광역시,해운대구,중동,1400-60,1400,60,2635010600,2635010600-0-14000060,Fairfield by Marriott Busan,"스탠다드 시티뷰 룸  , City view)","59,091",23m²,2021-12-13
660,661,부산광역시,해운대구,관광호텔,소사이어티 에스호텔 해운대,구상호,영업중,2성,2019-04-02 0:00,지상1층~지상12층,326.3,2328.5,72,부산광역시 해운대구 구남로12번길 37,일반음식점,부산광역시 해운대구 구남로12번길 37,부산광역시 해운대구 우동 637-25,35.1615454,129.1578255,부산광역시,해운대구,우동,637-25,637,25,2635010500,2635010500-0-06370025,,,,,
661,662,부산광역시,해운대구,관광호텔,(주)호텔롯데 시그니엘 부산,김현식,영업중,5성,2020-11-23 0:00,지하2층~지상19층,47944,55352.83,260,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","음식점, 연회장, 사우나, 수영장 등","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",부산광역시 해운대구 중동 1829 엘시티,35.161064,129.1683765,부산광역시,해운대구,중동,1829,1829,0,2635010600,2635010600-0-18290000,,,,,
662,663,부산광역시,해운대구,관광호텔,(주)신세계조선호텔그랜드조선 부산,한채양,영업중,등급신청완료,-,지하4층~지상16층,4727,42081.82,330,"부산광역시 해운대구 해운대해변로 292, 그랜드조선 부산(중동)","일반음식점, 휴게음식점, 연회장, 수영장 등","부산광역시 해운대구 해운대해변로 292, 그랜드조선 부산 (중동)",부산광역시 해운대구 중동 1405-16 그랜드 조선 부산,35.160102,129.1631314,부산광역시,해운대구,중동,1405-16,1405,16,2635010600,2635010600-0-14050016,,,,,
663,664,부산광역시,해운대구,가족호텔,송정 해수락,이용범,영업중,,,지하1층~지상6층,1853,5765.039,37,부산광역시 해운대구 송정해변로 8-17,"헬스장, 사우나 등",부산광역시 해운대구 송정해변로 8-17,부산광역시 해운대구 송정동 265 송정동해수락,35.1814852,129.2043619,부산광역시,해운대구,송정동,265,265,0,2635010800,2635010800-0-02650000,,,,,
664,665,부산광역시,해운대구,호스텔,스테이 모어 호스텔,신수은,영업중,,,지하1층~지상2층,444.3,506.55,6,부산광역시 해운대구 송정광어골로 88(송정동),일반음식점,부산광역시 해운대구 송정광어골로 88 (송정동),부산광역시 해운대구 송정동 445-5,35.1737172,129.1962911,부산광역시,해운대구,송정동,445-5,445,5,2635010800,2635010800-0-04450005,,,,,
665,666,부산광역시,해운대구,호스텔,송정아토 호스텔,예수환,영업중,,,지상1층~지상4층,609.8,665.06,7,부산광역시 해운대구 송정강변로 23(송정동),,부산광역시 해운대구 송정강변로 23 (송정동),부산광역시 해운대구 송정동 195-3,35.1836164,129.2053435,부산광역시,해운대구,송정동,195-3,195,3,2635010800,2635010800-0-01950003,,,,,
666,667,부산광역시,해운대구,호스텔,스테이 안,김한진,영업중,,,지상2층~지상5층,245.2,652.36,18,부산광역시 해운대구 해운대로 107(송정동),,부산광역시 해운대구 해운대로 107 (송정동),부산광역시 해운대구 재송동 1071-27 스테이안,35.1876561,129.1212358,부산광역시,해운대구,재송동,1071-27,1071,27,2635010400,2635010400-0-10710027,,,,,
667,668,부산광역시,해운대구,호스텔,25th hostel,김윤희,영업중,,,지상3층,706.6,195.26,8,부산광역시 해운대구 송정광어골로 29(송정동),,부산광역시 해운대구 송정광어골로 29 (송정동),부산광역시 해운대구 송정동 313-10 수정빌딩,35.1785685,129.1979049,부산광역시,해운대구,송정동,313-10,313,10,2635010800,2635010800-0-03130010,,,,,
668,669,부산광역시,해운대구,호스텔,이너피스,"노철구,조옥진",영업중,,,지상2층~지상4층,284.3,375.38,5,부산광역시 해운대구 송정광어골로82번길 16,,부산광역시 해운대구 송정광어골로82번길 16,부산광역시 해운대구 송정동 444-9,35.1742192,129.1957592,부산광역시,해운대구,송정동,444-9,444,9,2635010800,2635010800-0-04440009,,,,,
669,670,부산광역시,해운대구,호스텔,캔버스블랙,서영호,영업중,,,지상1층~지상5층,548,1466.5577,27,부산광역시 해운대구 해운대해변로197번길 14,,부산광역시 해운대구 해운대해변로197번길 14,부산광역시 해운대구 우동 866-3 캔버스,35.1593725,129.1529775,부산광역시,해운대구,우동,866-3,866,3,2635010500,2635010500-0-08660003,,,,,
670,671,부산광역시,해운대구,호스텔,엣지 993(edge 993),송현숙,영업중,,,지하1층~지상4층,226,799.66,15,부산광역시 해운대구 달맞이길62번길 78,,부산광역시 해운대구 달맞이길62번길 78,부산광역시 해운대구 중동 993-3,35.1564077,129.1751287,부산광역시,해운대구,중동,993-3,993,3,2635010600,2635010600-0-09930003,,,,,
671,672,부산광역시,해운대구,호스텔,야자호텔,이학우,영업중,,,지상6층,355.1,122.91,3,"부산광역시 해운대구 해운대로143번길 16-9, 6층(재송동)",,"부산광역시 해운대구 해운대로143번길 16-9, 6층 (재송동)",부산광역시 해운대구 재송동 1100-8 티모텔,35.1843841,129.1223107,부산광역시,해운대구,재송동,1100-8,1100,8,2635010400,2635010400-0-11000008,Yaja Hotel Gwangan ,스탠다드룸,"54,545",,2021-12-13
672,673,부산광역시,해운대구,호스텔,Nudge567,노종일,영업중,,,지상4층~지상5층,478.3,335.28,4,부산광역시 해운대구 송정광어골로 67(송정동),,부산광역시 해운대구 송정광어골로 67 (송정동),부산광역시 해운대구 송정동 442-5,35.1753744,129.1964659,부산광역시,해운대구,송정동,442-5,442,5,2635010800,2635010800-0-04420005,,,,,
673,674,부산광역시,해운대구,호스텔,MARINE K POOL VILLA,"김성환,김보경",영업중,,,지상1층~지상9층,248,787.29,10,부산광역시 해운대구 송정광어골로 3(송정동),,부산광역시 해운대구 송정광어골로 3 (송정동),부산광역시 해운대구 송정동 159-5 마린케이,35.1806066,129.1992106,부산광역시,해운대구,송정동,159-5,159,5,2635010800,2635010800-0-01590005,,,,,
674,675,부산광역시,해운대구,호스텔,제인하우스,박유진,영업중,,,지상7층,129,82.97,2,"부산광역시 해운대구 해운대해변로359번길 27, 7층",,"부산광역시 해운대구 해운대해변로359번길 27, 7층",부산광역시 해운대구 중동 1256-4 승훈빌딩,35.1648859,129.1684037,부산광역시,해운대구,중동,1256-4,1256,4,2635010600,2635010600-0-12560004,,,,,
675,676,부산광역시,해운대구,호스텔,더크립 34,이동훈,영업중,,,지상3층~지상4층,129,165.94,4,"부산광역시 해운대구 해운대해변로359번길 27, 3~4층",,"부산광역시 해운대구 해운대해변로359번길 27, 3~4층",부산광역시 해운대구 중동 1256-4 승훈빌딩,35.1648859,129.1684037,부산광역시,해운대구,중동,1256-4,1256,4,2635010600,2635010600-0-12560004,,,,,
676,677,부산광역시,해운대구,호스텔,더크립 56,강선구,영업중,,,지상5층~지상6층,129,165.94,4,"부산광역시 해운대구 해운대해변로359번길 27, 5~6층",,"부산광역시 해운대구 해운대해변로359번길 27, 5~6층",부산광역시 해운대구 중동 1256-4 승훈빌딩,35.1648859,129.1684037,부산광역시,해운대구,중동,1256-4,1256,4,2635010600,2635010600-0-12560004,,,,,
677,678,부산광역시,해운대구,호스텔,휘겔리 스위트,박지석,영업중,,,지상6층,663.01,360.46,9,"해운대구 달맞이길62번가길 37, 6층",,"부산광역시 해운대구 달맞이길62번가길 37, 6층",부산광역시 해운대구 중동 1026 휘겔리,35.1584821,129.1719063,부산광역시,해운대구,중동,1026,1026,0,2635010600,2635010600-0-10260000,,,,,
678,679,부산광역시,해운대구,호스텔,앙스모멍,"이경규,신영숙",영업중,,,지상3층~지상5층,363.6,377.64,7,해운대구 송정중앙로36번길 25,,부산광역시 해운대구 송정중앙로36번길 25,부산광역시 해운대구 송정동 291-11,35.1814616,129.2031017,부산광역시,해운대구,송정동,291-11,291,11,2635010800,2635010800-0-02910011,,,,,
679,680,부산광역시,해운대구,호스텔,일로이리조트,이학우,영업중,,,지상1층~지상4층,412,591.94,7,해운대구 송정구덕포길 130(송정동),,부산광역시 해운대구 송정구덕포길 130 (송정동),부산광역시 해운대구 송정동 809,35.1700339,129.1972445,부산광역시,해운대구,송정동,809,809,0,2635010800,2635010800-0-08090000,Illroy Resort,스위트룸 - 도시 전망,"114,627",66m²,2021-12-13
680,681,부산광역시,해운대구,호스텔,송정미연,김미연,영업중,,,지상3층~지상5층,362.9,579.84,8,해운대구 송정광어골로 58-1,,부산광역시 해운대구 송정광어골로 58-1,부산광역시 해운대구 송정동 438-11,35.1764535,129.1958562,부산광역시,해운대구,송정동,438-11,438,11,2635010800,2635010800-0-04380011,,,,,
681,682,부산광역시,해운대구,호스텔,그림하우스,황보국정,영업중,,,지상1층~지상4층,604,478.93,5,"해운대구 송정구덕포길 64, 2~4층(송정동)",,"부산광역시 해운대구 송정구덕포길 64, 2~4층 (송정동)",부산광역시 해운대구 송정동 793-1,35.1729361,129.1974181,부산광역시,해운대구,송정동,793-1,793,1,2635010800,2635010800-0-07930001,grim house,302ho,"108,942",40m²,2021-12-13
682,683,부산광역시,해운대구,호스텔,카이브,조현우,영업중,,,지상5층~지상9층,309.1,757.6,12,부산광역시 해운대구 송정광어골로 15,,부산광역시 해운대구 송정광어골로 15,부산광역시 해운대구 송정동 312-5,35.1796458,129.1986098,부산광역시,해운대구,송정동,312-5,312,5,2635010800,2635010800-0-03120005,,,,,
683,684,부산광역시,해운대구,호스텔,송정스카이부티크,유태경,영업중,,,지상3층~지상6층,148,317.56,3,"부산광역시 해운대구 송정중앙로6번길 118, 3~6층(송정동)",,"부산광역시 해운대구 송정중앙로6번길 118, 3~6층 (송정동)",부산광역시 해운대구 송정동 312-8,35.1791173,129.1984056,부산광역시,해운대구,송정동,312-8,312,8,2635010800,2635010800-0-03120008,,,,,
684,685,부산광역시,해운대구,호스텔,빌라 코트야드,강현숙,영업중,,,지상1층~지상7층,176.2,545.44,5,부산광역시 해운대구 송정중앙로6번길 54 (송정동),,부산광역시 해운대구 송정중앙로6번길 54 (송정동),부산광역시 해운대구 송정동 158-3,35.1815561,129.200018,부산광역시,해운대구,송정동,158-3,158,3,2635010800,2635010800-0-01580003,,,,,
685,686,부산광역시,해운대구,호스텔,송정스카이풀,송현석,영업중,,,지상3층~지상5층,450.9,751.4,7,"부산광역시 해운대구 송정광어골로 19, 3~5층 (송정동)",,"부산광역시 해운대구 송정광어골로 19, 3~5층 (송정동)",부산광역시 해운대구 송정동 312-10 씨엔씨빌딩,35.1793339,129.1984359,부산광역시,해운대구,송정동,312-10,312,10,2635010800,2635010800-0-03120010,,,,,
686,687,부산광역시,해운대구,호스텔,펜톤나인,신무승,영업중,,,지상2층~지상4층,317.4,440.4,7,"부산광역시 해운대구 송정광어골로 15-1, 2~4층 (송정동)",,"부산광역시 해운대구 송정광어골로 15-1, 2~4층 (송정동)",부산광역시 해운대구 송정동 312-6,35.1795371,129.1986397,부산광역시,해운대구,송정동,312-6,312,6,2635010800,2635010800-0-03120006,,,,,
687,688,부산광역시,해운대구,호스텔,팝콘호스텔,문석준,영업중,,,지상10층~지상11층,552,769.29,17,"부산광역시 해운대해변로 321 (중동, 마린타워 10층~11층)",,"부산광역시 해운대구 해운대해변로 321 (중동, 마린타워 10층~11층)",부산광역시 해운대구 중동 1398-7 해운대구중동마린타워,35.1624945,129.1652538,부산광역시,해운대구,중동,1398-7,1398,7,2635010600,2635010600-0-13980007,Popcorn Hostel Haeundae,더블룸,"39,704",24m²,2021-12-13
688,689,부산광역시,해운대구,호스텔,부산관광호스텔,나호영,영업중,,,지상1층~지상2층,503.5,426.31,9,부산광역시 해운대구 송정중앙로33번길 15(송정동),,부산광역시 해운대구 송정중앙로33번길 15 (송정동),부산광역시 해운대구 송정동 201-3,35.1830652,129.2044321,부산광역시,해운대구,송정동,201-3,201,3,2635010800,2635010800-0-02010003,,,,,
689,690,부산광역시,해운대구,호스텔,해운대 카라반호스텔,석호원,영업중,,,지상1층~지상2층,683.6,231.44,5,부산광역시 해운대구 송정중앙로6번길 180(송정동),,부산광역시 해운대구 송정중앙로6번길 180 (송정동),부산광역시 해운대구 송정동 437-7,35.1766571,129.1967082,부산광역시,해운대구,송정동,437-7,437,7,2635010800,2635010800-0-04370007,,,,,
690,691,부산광역시,해운대구,호스텔,뉴카리브호스텔,김영란,영업중,,,지상6층~지상9층,404.8,1806.33,18,부산광역시 해운대구 송정광어골로 47(송정동),,부산광역시 해운대구 송정광어골로 47 (송정동),부산광역시 해운대구 송정동 437-1,35.1770331,129.1968749,부산광역시,해운대구,송정동,437-1,437,1,2635010800,2635010800-0-04370001,,,,,
691,692,부산광역시,해운대구,호스텔,3355호스텔,윤예자,영업중,,,지상2층,297,187.58,5,"부산광역시 해운대구 달맞이길62번가길 31, 2층 (중동)",,"부산광역시 해운대구 달맞이길62번가길 31, 2층 (중동)",부산광역시 해운대구 중동 964 마린하우스,35.1586791,129.1716261,부산광역시,해운대구,중동,964,964,0,2635010600,2635010600-0-09640000,,,,,
692,693,부산광역시,해운대구,호스텔,j.sun게스트하우스,여지선,영업중,,,지상1층~지상2층,200,195.89,5,부산광역시 해운대구 우동1로20번길 5(우동),,부산광역시 해운대구 우동1로20번길 5 (우동),부산광역시 해운대구 우동 532-25,35.1638503,129.1570116,부산광역시,해운대구,우동,532-25,532,25,2635010500,2635010500-0-05320025,,,,,
693,694,부산광역시,해운대구,호스텔,모닝캄,최재영,영업중,,,지하1층~지상4층,273.1,465.03,8,부산광역시 해운대구 송정광어골로 65(송정동),,부산광역시 해운대구 송정광어골로 65 (송정동),부산광역시 해운대구 송정동 442-4 모닝캄,35.1756133,129.1964556,부산광역시,해운대구,송정동,442-4,442,4,2635010800,2635010800-0-04420004,,,,,
694,695,부산광역시,해운대구,호스텔,캔버스,서영호,영업중,,,지하1층~지상6층,622,1367.34,28,부산광역시 해운대구 해운대해변로197번길 13(송정동),,부산광역시 해운대구 해운대해변로197번길 13 (송정동),부산광역시 해운대구 우동 762-2 아이비모텔,35.1591859,129.1526585,부산광역시,해운대구,우동,762-2,762,2,2635010500,2635010500-0-07620002,,,,,
695,696,부산광역시,해운대구,콘도미니엄,한화리조트,문석,영업중,,,지하6층~지상32층,4517.5,54827.12,417,부산광역시 해운대구 마린시티3로 52,"음식점, 사우나, 매점 등",부산광역시 해운대구 마린시티3로 52,부산광역시 해운대구 우동 1410-3 한화리조트,35.1544213,129.1450164,부산광역시,해운대구,우동,1410-3,1410,3,2635010500,2635010500-0-14100003,Hanwha Resort Haeundae,Family,"167,818",50m²,2021-12-13
696,697,부산광역시,해운대구,콘도미니엄,팔레드시즈,김영철,영업중,,,지하3층~지상17층,13665,101631.11,331,부산광역시 해운대구 해운대해변로 298번길 24,"일반음식점, 매점 등",부산광역시 해운대구 해운대해변로 298번길 24,부산광역시 해운대구 중동 1124-2 팔레드시즈,35.1602157,129.1666037,부산광역시,해운대구,중동,1124-2,1124,2,2635010600,2635010600-0-11240002,,,,,
697,698,부산광역시,해운대구,콘도미니엄,대우월드마크 해운대,윤시흥,영업중,,,지하2층~지상39층,5202.9,66633.29,393,부산광역시 해운대구 마린시티1로 137,"헬스장, 매점 등",부산광역시 해운대구 마린시티1로 137,부산광역시 해운대구 우동 1435-2 대우월드마크해운대,35.1560042,129.1468592,부산광역시,해운대구,우동,1435-2,1435,2,2635010500,2635010500-0-14350002,,,,,
698,699,부산광역시,해운대구,콘도미니엄,(주)이랜드파크 켄싱턴리조트 해운대,윤성대,휴업중,,,지하2층~지상17층,2822.4,19978.14,244,부산광역시 해운대구 해운대해변로 243(우동),"음식점, 사우나 등",부산광역시 해운대구 해운대해변로 243 (우동),부산광역시 해운대구 우동 628-5 글로리관광휴양콘도미니엄,35.159452,129.1579153,부산광역시,해운대구,우동,628-5,628,5,2635010500,2635010500-0-06280005,,,,,
699,700,부산광역시,해운대구,소형호텔,미포오션사이드호텔㈜,김용호,영업중,2성,2020-11-20 0:00,지하1층~지상4층,1649.13,3932.98,28,"부산광역시 해운대구 달맞이길62번길 28, 미포오션사이드호텔(중동)","일반음식점, 회의실 등","부산광역시 해운대구 달맞이길62번길 28, 미포오션사이드호텔 (중동)",부산광역시 해운대구 중동 957-1 미포오션사이드호텔,35.1588665,129.1705914,부산광역시,해운대구,중동,957-1,957,1,2635010600,2635010600-0-09570001,Mipo Oceanside Hotel,시티 트윈,"45,116",20m²,2021-12-13
700,701,부산광역시,동구,관광호텔,(주)라메르관광호텔,이태은 외 1 명,영업중,2성,2017-12-29 0:00,지하1~지상9층,849.94,4776.02,40,부산광역시 동구 조방로34번길 9 (범일동),"사우나, 찜질방.피트니트센터",부산광역시 동구 조방로34번길 9 (범일동),부산광역시 동구 범일동 830-171 뉴라이프호텔,35.1404237,129.0623798,부산광역시,동구,범일동,830-171,830,171,2617010400,2617010400-0-08300171,,,,,
701,702,부산광역시,동구,관광호텔,광장관광호텔,최위흔,영업중,2성,2018-05-30 0:00,지하2~지상10층,1509.5,5543.04,56,부산광역시 동구 중앙대로214번길 7 (초량동),"사우나,일반음식점,휴게음식점",부산광역시 동구 중앙대로214번길 7 (초량동),부산광역시 동구 초량동 1200-17,35.1161921,129.0413534,부산광역시,동구,초량동,1200-17,1200,17,2617010100,2617010100-0-12000017,,,,,
702,703,부산광역시,동구,관광호텔,프라임관광호텔,오준오,영업중,2성,2018-12-11 0:00,지하1~지상8층,474.8,3998.65,48,부산광역시 동구 중앙대로 399 (수정동),연회장,부산광역시 동구 중앙대로 399 (수정동),부산광역시 동구 수정동 1-62,35.1305947,129.0501798,부산광역시,동구,수정동,1-62,1,62,2617010200,2617010200-0-00010062,Prime Tourist Hotel,스탠다드 더블,"38,514",26m²,2021-12-13
703,704,부산광역시,동구,관광호텔,토요코인 부산역1,홍지명,영업중,2성,2018-03-26 0:00,지하3~지상22층,783.2,9743.54,359,부산광역시 동구 중앙대로196번길 12 (초량동),"조식코너,회의실",부산광역시 동구 중앙대로196번길 12 (초량동),부산광역시 동구 초량동 1203-15 토요코인부산역Ⅰ,35.1141404,129.0407721,부산광역시,동구,초량동,1203-15,1203,15,2617010100,2617010100-0-12030015,Toyoko Inn Busan Station 1,세미 더블,"59,999",13m²,2021-12-13
704,705,부산광역시,동구,관광호텔,(주)아이에이치엠 호텔포레 부산역지점,신재원,영업중,2성,2018-12-27 0:00,지하1~지상9층,411.9,2851.86,47,부산광역시 동구 중앙대로296번길 6 (초량동),레스토랑,부산광역시 동구 중앙대로296번길 6 (초량동),부산광역시 동구 초량동 1162-3 호텔포레 부산역점,35.1225777,129.0446176,부산광역시,동구,초량동,1162-3,1162,3,2617010100,2617010100-0-11620003,,,,,
705,706,부산광역시,동구,관광호텔,베스트 인 시티 호텔,최관택 외 2 명,영업중,2성,2020-09-18 0:00,지하1~지상8층,831.5,3644.54,72,부산광역시 동구 고관로 7 (초량동),식당,부산광역시 동구 고관로 7 (초량동),부산광역시 동구 초량동 48-1,35.1203091,129.0414799,부산광역시,동구,초량동,Jan-48,48,1,2617010100,2617010100-0-00480001,Best In City Hotel,Standard Double.,"39,999",,2021-12-13
706,707,부산광역시,동구,관광호텔,아스티호텔 주식회사,조진호,영업중,4성,2018-11-26 0:00,지하5~지상24층,3684.6,56695.97,360,부산광역시 동구 중앙대로214번길 7-8 (초량동),"미팅룸,연회장,음식점,피트니스센터",부산광역시 동구 중앙대로214번길 7-8 (초량동),부산광역시 동구 초량동 1201-1,35.1161879,129.0417391,부산광역시,동구,초량동,1201-1,1201,1,2617010100,2617010100-0-12010001,,,,,
707,708,부산광역시,동구,호스텔,부산숙박닷컴 게스트하우스,박인규,영업중,-,-,지하0~지상2층,266.18,1095.87,13,"부산광역시 동구 초량중로 60, 2, 3층일부층 (초량동)",-,"부산광역시 동구 초량중로 60, 2, 3층일부층 (초량동)",부산광역시 동구 초량동 408-3,35.1171481,129.0385206,부산광역시,동구,초량동,408-3,408,3,2617010100,2617010100-0-04080003,Busan Sukbak Dot Com Guest House,여성 전용 쿼드러플룸,"38,209",13m²,2021-12-13
